SURVEY: ATLAS
SNID: 2016ww
IACU: 2016ww
FILTERS: co
TYPE: 1
RA: 204.401314368
DECL: -29.355764732
PIXSIZE: 1.86
PEAKMJD: 57411.64290509978
REDSHIFT_HELIO: 0.091  +- 0.000
HOSTGAL_OBJID: -9
HOSTGAL_PHOTOZ: -9
HOSTGAL_SPECZ: -9
HOSTGAL_SNSEP: -9
HOSTGAL_LOGMASS: -9
HOSTGAL_MAG: -9
HOSTGAL_SB_FLUXCAL: -9
# ================================
# TERSE LIGHT CURVE OUTPUT
#
NOBS: 29
NVAR: 8
VARLIST: MJD BAND FIELD FLUXCAL FLUXCALERR SKYSIG GAIN PHOTFLAG
OBS: 57380.655311 o NA 1.79804e+03 1.0709e+03 45.5 1 0
OBS: 57406.621307 o NA 1.06660e+03 4.6404e+02 23.0 1 0
OBS: 57407.620822 o NA 6.17163e+02 3.6690e+02 23.6 1 0
OBS: 57407.640879 o NA 1.46016e+03 4.9544e+02 23.8 1 0
OBS: 57410.611012 o NA 3.76357e+03 1.5248e+03 47.0 1 0
OBS: 57410.648615 o NA 2.33991e+03 1.0156e+03 44.9 1 0
OBS: 57411.61105 o NA 4.87528e+03 1.5548e+03 47.4 1 0
OBS: 57412.610021 o NA 2.37465e+03 1.1029e+03 42.9 1 0
OBS: 57412.619627 o NA 3.04229e+03 9.9678e+02 42.3 1 0
OBS: 57412.633848 o NA 2.09315e+03 9.6699e+02 41.9 1 0
OBS: 57416.591698 o NA 4.80397e+03 1.0300e+03 39.4 1 0
OBS: 57417.576069 o NA 1.34772e+03 7.8174e+02 39.1 1 0
OBS: 57423.581786 c NA 1.64892e+03 3.9693e+02 17.2 1 0
OBS: 57423.597242 c NA 1.40734e+03 3.8781e+02 17.0 1 0
OBS: 57423.612067 c NA 1.53462e+03 3.9384e+02 17.1 1 0
OBS: 57429.551168 c NA 1.81301e+03 3.8477e+02 15.0 1 0
OBS: 57429.566532 c NA 8.44112e+02 3.3875e+02 14.7 1 0
OBS: 57429.576982 c NA 1.56315e+04 3.3061e+03 14.6 1 0
OBS: 57429.581878 c NA 1.07845e+03 3.5535e+02 14.7 1 0
OBS: 57429.597239 c NA 7.66302e+02 3.1590e+02 14.5 1 0
OBS: 57438.601073 o NA 9.46237e+02 5.6111e+02 37.5 1 0
OBS: 57438.619572 o NA 1.54882e+03 6.7785e+02 35.6 1 0
OBS: 57438.637938 o NA 2.48199e+03 6.7897e+02 30.2 1 0
OBS: 57439.57707 o NA 1.74904e+03 9.0025e+02 44.3 1 0
OBS: 57447.620476 o NA 2.44118e+03 8.6212e+02 37.5 1 0
OBS: 57453.541273 c NA 8.41008e+02 3.3472e+02 16.6 1 0
OBS: 57453.582963 c NA 9.79941e+02 3.4665e+02 16.7 1 0
OBS: 57453.603846 c NA 6.00897e+02 3.5678e+02 17.0 1 0
OBS: 57469.399483 o NA 4.26580e+03 1.8514e+03 61.9 1 0
END_PHOTOMETRY:
